#	file	col	type	count	unique	null	min	max	samples
342	train_features.csv	g-338	float64	23814	14567	0	-10.0	10.0	10.0(22)/0.0(21)/1.099(13)/-0.3372(10)/1.274(10)/1.01(10)/1.303(9)/1.047(9)/1.067(9)/1.111(9)
343	train_features.csv	g-339	float64	23814	13220	0	-7.326	10.0	0.0(67)/-0.3372(20)/0.3372(12)/1.004(12)/0.0449(10)/-0.3056(10)/1.041(10)/-0.0172(9)/1.283(9)/0.3544(9)
344	train_features.csv	g-340	float64	23814	13487	0	-5.942	5.768	0.0(37)/1.016(14)/1.026(12)/1.069(11)/-0.3372(10)/-1.027(10)/-0.0921(10)/1.01(10)/-1.114(10)/-0.2384(9)
345	train_features.csv	g-341	float64	23814	14322	0	-7.554	5.834	-1.019(11)/-1.046(10)/1.013(10)/-1.092(10)/-1.155(10)/1.01(9)/1.017(9)/-1.052(9)/-1.15(9)/-1.008(8)
346	train_features.csv	g-342	float64	23814	12047	0	-8.507	10.0	0.0(107)/0.3372(17)/-0.3372(17)/5.0(14)/0.3194(14)/0.286(13)/0.0921(12)/-0.0374(12)/-0.2114(12)/0.0209(12)
347	train_features.csv	g-343	float64	23814	13725	0	-4.915	10.0	0.0(48)/-0.3372(20)/0.3372(13)/-1.054(11)/1.014(10)/1.062(10)/1.072(10)/-0.6745(9)/1.306(9)/-0.3056(9)
348	train_features.csv	g-344	float64	23814	14260	0	-5.039	10.0	0.0(36)/-0.3372(16)/1.472(11)/10.0(11)/1.178(11)/-1.038(9)/1.095(9)/1.273(8)/-0.2357(8)/1.049(8)
349	train_features.csv	g-345	float64	23814	13268	0	-5.817	10.0	0.0(42)/-0.3372(18)/-0.0867(13)/-0.0732(12)/-0.1447(11)/1.199(11)/1.036(11)/1.053(10)/1.055(9)/0.0323(9)
350	train_features.csv	g-346	float64	23814	14090	0	-6.19	6.214	1.08(12)/1.008(12)/1.215(10)/1.204(9)/1.115(9)/1.174(8)/1.225(8)/1.186(8)/1.344(8)/0.0597(8)
351	train_features.csv	g-347	float64	23814	13866	0	-10.0	5.609	0.0(22)/1.053(11)/-1.034(11)/-1.084(10)/-0.3372(10)/-1.046(9)/1.135(9)/-1.022(9)/1.098(8)/0.0259(8)
352	train_features.csv	g-348	float64	23814	11841	0	-4.615	10.0	0.0(122)/-0.3372(20)/-0.0901(15)/0.0476(13)/-0.1926(13)/-0.1626(13)/0.1059(13)/0.138(12)/0.1332(12)/-0.1339(12)
353	train_features.csv	g-349	float64	23814	13717	0	-3.602	10.0	10.0(112)/0.0(55)/-0.3372(21)/-1.06(9)/-0.1312(9)/-0.321(9)/-0.3356(9)/-1.008(8)/-1.067(8)/0.26(8)
354	train_features.csv	g-350	float64	23814	14383	0	-8.14	7.289	0.0(15)/-1.026(10)/-1.008(10)/-1.157(9)/-1.204(9)/-1.132(9)/-1.22(9)/-1.256(8)/-1.057(8)/1.012(8)
355	train_features.csv	g-351	float64	23814	14023	0	-10.0	7.034	0.0(49)/-0.3372(14)/0.3372(10)/-0.6745(10)/1.16(10)/1.008(9)/1.228(9)/0.6745(9)/1.09(9)/1.096(9)
356	train_features.csv	g-352	float64	23814	12976	0	-2.999	10.0	0.0(75)/-0.3372(41)/0.3372(15)/1.001(13)/-0.6745(12)/-0.1036(11)/-0.1332(11)/-0.3453(10)/-1.06(10)/1.173(10)
357	train_features.csv	g-353	float64	23814	14297	0	-10.0	7.191	-10.0(69)/0.0(22)/1.132(10)/1.041(10)/1.023(10)/1.247(9)/1.076(9)/1.057(9)/1.03(8)/-0.0425(8)
358	train_features.csv	g-354	float64	23814	13353	0	-5.039	10.0	0.0(71)/-0.3372(18)/-0.4394(12)/0.3372(12)/1.008(11)/0.6745(11)/-0.6745(11)/-0.0236(10)/1.018(9)/-1.008(9)
359	train_features.csv	g-355	float64	23814	13883	0	-5.358	8.569	0.0(18)/-1.045(11)/-1.079(11)/-1.108(11)/-1.044(10)/-1.069(10)/-0.3372(10)/1.126(9)/1.173(9)/1.04(9)
360	train_features.csv	g-356	float64	23814	14047	0	-10.0	6.751	0.0(21)/-1.084(12)/-1.02(11)/1.134(10)/-1.013(10)/1.098(9)/-0.1873(9)/-1.299(9)/1.056(9)/1.063(9)
361	train_features.csv	g-357	float64	23814	14333	0	-10.0	10.0	0.0(14)/-0.3372(13)/1.064(12)/-1.199(11)/1.026(10)/1.001(10)/-1.214(10)/1.174(9)/1.007(9)/1.002(9)
362	train_features.csv	g-358	float64	23814	14237	0	-10.0	7.899	0.0(12)/-1.001(11)/-1.252(10)/-0.3372(10)/1.207(9)/1.258(9)/1.018(9)/1.036(8)/1.048(8)/1.099(8)
363	train_features.csv	g-359	float64	23814	14275	0	-10.0	10.0	0.0(18)/-1.149(10)/1.134(10)/0.0103(10)/1.004(10)/-1.033(9)/1.155(8)/-1.073(8)/1.451(8)/-1.186(8)
364	train_features.csv	g-360	float64	23814	11281	0	-10.0	3.322	0.0(205)/0.3372(48)/0.6745(18)/0.3359(18)/0.3137(17)/0.1585(16)/0.0951(16)/0.1902(16)/-0.1477(16)/0.2873(16)
365	train_features.csv	g-361	float64	23814	14147	0	-10.0	10.0	-1.105(11)/1.118(11)/-1.063(11)/-1.028(11)/-1.161(10)/0.0(10)/1.146(10)/-1.008(9)/-1.01(9)/-1.088(9)
366	train_features.csv	g-362	float64	23814	13878	0	-6.086	10.0	0.0(25)/-0.3372(18)/-1.141(11)/1.175(10)/-1.006(10)/1.015(9)/1.066(9)/-1.029(9)/-1.003(9)/1.037(9)
367	train_features.csv	g-363	float64	23814	9678	0	-10.0	5.602	0.0(762)/0.3372(198)/-0.3372(78)/-0.3072(45)/0.3999(41)/0.2984(41)/0.4944(40)/0.5325(38)/0.2722(32)/0.6745(32)
368	train_features.csv	g-364	float64	23814	14397	0	-10.0	5.818	-10.0(25)/0.0(16)/1.052(14)/1.201(12)/1.054(11)/0.3372(9)/-1.233(9)/-1.349(9)/0.193(8)/-1.134(8)
369	train_features.csv	g-365	float64	23814	13818	0	-5.93	8.797	0.0(43)/0.3372(18)/0.0404(12)/-1.009(11)/1.103(10)/-1.122(9)/-0.3636(9)/-1.014(9)/-0.1902(8)/-0.1565(8)
370	train_features.csv	g-366	float64	23814	14125	0	-6.458	10.0	0.0(25)/-1.025(12)/1.049(11)/1.082(10)/-1.051(10)/-1.166(9)/-1.031(9)/0.3372(9)/-1.004(8)/-1.121(8)
371	train_features.csv	g-367	float64	23814	13044	0	-10.0	10.0	0.0(118)/0.3372(43)/-0.3372(29)/0.1214(15)/0.0896(13)/-1.003(11)/-1.117(11)/-1.056(11)/1.07(11)/0.4175(11)
372	train_features.csv	g-368	float64	23814	13950	0	-4.142	10.0	10.0(38)/0.0(33)/-0.3372(15)/0.3372(14)/-0.2178(12)/-1.048(11)/-0.1784(10)/-0.1582(10)/-1.032(10)/-0.198(10)
373	train_features.csv	g-369	float64	23814	14431	0	-10.0	10.0	-10.0(58)/0.0(14)/0.3372(13)/1.163(11)/1.033(10)/1.099(10)/1.03(10)/1.053(9)/1.074(9)/-1.032(9)
374	train_features.csv	g-370	float64	23814	7430	0	-10.0	3.247	0.0(6052)/-0.0003(787)/0.3372(386)/-5.0(360)/0.0003(231)/0.0847(91)/0.6745(81)/-0.0007(80)/-4.663(74)/0.0243(73)
375	train_features.csv	g-371	float64	23814	13940	0	-10.0	10.0	0.0(27)/0.3372(13)/1.002(11)/1.102(10)/-1.032(10)/-1.259(10)/-1.031(10)/-1.062(10)/1.049(9)/-1.066(9)
376	train_features.csv	g-372	float64	23814	14207	0	-9.129	9.986	0.0(16)/-1.042(11)/-1.064(11)/0.6745(10)/1.269(10)/-1.008(10)/1.018(10)/1.076(9)/-1.137(9)/0.3372(9)
377	train_features.csv	g-373	float64	23814	13995	0	-10.0	7.801	0.0(15)/1.127(12)/1.012(12)/1.028(9)/1.159(9)/-1.011(9)/1.001(9)/1.067(9)/1.033(9)/-0.0956(9)
378	train_features.csv	g-374	float64	23814	14570	0	-5.504	10.0	10.0(27)/-1.125(12)/-1.14(10)/-1.072(10)/-1.084(9)/-1.152(9)/-1.138(9)/-1.112(9)/-1.002(9)/-1.016(9)
379	train_features.csv	g-375	float64	23814	14624	0	-10.0	5.791	-10.0(27)/0.0(9)/-1.201(9)/-1.193(9)/-2.021(8)/1.129(8)/0.3372(8)/-1.339(8)/1.024(8)/-1.077(8)
380	train_features.csv	g-376	float64	23814	14343	0	-10.0	7.665	0.0(14)/1.433(11)/1.033(10)/1.164(10)/1.012(10)/1.079(9)/1.14(9)/-1.066(9)/-1.144(9)/-1.087(9)
381	train_features.csv	g-377	float64	23814	13757	0	-4.581	10.0	0.0(64)/-0.3372(49)/-0.6745(23)/0.3372(22)/-1.158(10)/-0.1237(10)/1.122(10)/1.054(10)/10.0(10)/-0.0442(9)
382	train_features.csv	g-378	float64	23814	14160	0	-10.0	10.0	-1.134(13)/-1.036(12)/0.0(11)/1.031(11)/0.3372(10)/-1.283(9)/1.191(9)/1.49(9)/-1.139(9)/1.16(9)
383	train_features.csv	g-379	float64	23814	14390	0	-10.0	6.444	0.0(31)/0.3372(17)/-0.3372(13)/1.191(9)/1.045(9)/1.079(9)/-10.0(8)/-0.0398(8)/1.01(8)/1.119(8)
384	train_features.csv	g-380	float64	23814	14055	0	-10.0	10.0	0.0(13)/1.201(12)/1.059(11)/-1.011(10)/0.3372(10)/1.282(10)/1.106(10)/1.053(10)/1.064(9)/1.082(9)
385	train_features.csv	g-381	float64	23814	14194	0	-7.912	10.0	0.0(12)/0.3372(11)/1.047(9)/1.209(9)/1.136(9)/1.188(9)/1.311(9)/1.13(9)/1.054(8)/1.037(8)
386	train_features.csv	g-382	float64	23814	13944	0	-6.992	6.103	-1.15(10)/-1.095(9)/1.011(9)/-1.009(9)/1.067(9)/0.0(8)/-1.033(8)/-1.136(8)/1.047(8)/1.004(8)
387	train_features.csv	g-383	float64	23814	13903	0	-10.0	6.533	1.045(11)/-1.041(10)/-1.132(10)/0.2153(9)/1.046(9)/-1.082(9)/1.104(9)/-1.02(9)/1.115(9)/1.003(9)
388	train_features.csv	g-384	float64	23814	13968	0	-10.0	6.292	0.0(19)/-1.026(11)/1.03(11)/-1.155(10)/-1.038(10)/1.259(10)/1.105(10)/-1.025(9)/0.3372(9)/-1.074(9)
389	train_features.csv	g-385	float64	23814	14715	0	-10.0	10.0	-10.0(148)/0.0(13)/1.019(12)/1.139(10)/1.22(9)/1.109(9)/-1.171(9)/1.038(9)/0.0853(8)/-1.011(8)
390	train_features.csv	g-386	float64	23814	14640	0	-10.0	10.0	0.0(29)/-0.3372(12)/-1.02(11)/-1.113(10)/-1.028(9)/-1.008(9)/-0.042(9)/-1.059(8)/-0.0149(8)/-1.099(8)
391	train_features.csv	g-387	float64	23814	14130	0	-10.0	7.74	0.0(21)/1.044(12)/-1.11(11)/1.054(9)/-1.012(9)/1.155(9)/1.012(9)/1.082(9)/-1.112(9)/1.028(9)
392	train_features.csv	g-388	float64	23814	13029	0	-10.0	3.109	0.0(60)/-0.3372(22)/0.3372(20)/-0.1356(11)/1.008(11)/1.105(10)/1.004(10)/0.1659(10)/1.214(10)/0.3153(9)
393	train_features.csv	g-389	float64	23814	14125	0	-6.861	10.0	0.0(28)/-0.3372(19)/0.3372(11)/-1.005(11)/1.013(10)/1.005(10)/-1.026(9)/1.201(9)/1.102(9)/1.074(9)
394	train_features.csv	g-390	float64	23814	14077	0	-10.0	5.321	1.076(16)/1.04(15)/1.015(13)/1.03(12)/1.101(12)/1.036(11)/1.028(11)/1.099(11)/1.02(11)/1.104(11)
395	train_features.csv	g-391	float64	23814	13931	0	-10.0	6.731	1.408(12)/1.317(12)/1.008(12)/1.21(11)/1.284(11)/0.0(11)/1.046(10)/1.084(10)/1.25(10)/1.481(10)
396	train_features.csv	g-392	float64	23814	14390	0	-4.156	10.0	10.0(233)/0.0(35)/-0.3372(15)/-0.6745(13)/0.3372(10)/-1.168(10)/-1.142(8)/0.1638(8)/-1.06(8)/-1.052(8)
397	train_features.csv	g-393	float64	23814	10606	0	-3.35	10.0	0.0(219)/-0.3372(26)/-0.1855(25)/10.0(24)/-0.0621(24)/-0.0921(23)/0.3372(23)/-0.1663(21)/-0.2711(21)/0.0539(20)
398	train_features.csv	g-394	float64	23814	14191	0	-10.0	10.0	0.0(22)/1.123(12)/1.118(10)/-1.106(10)/-1.015(9)/-1.026(8)/-1.107(8)/-1.066(8)/-1.052(8)/-1.041(8)
399	train_features.csv	g-395	float64	23814	14348	0	-9.947	10.0	0.0(22)/1.048(12)/-0.3372(11)/-1.135(10)/1.104(9)/1.061(9)/1.094(8)/-1.109(8)/1.036(8)/-1.113(8)
400	train_features.csv	g-396	float64	23814	13929	0	-6.866	9.997	0.0(16)/-1.006(12)/-1.263(10)/-1.097(10)/-1.077(10)/-1.089(10)/-1.346(9)/-1.13(9)/-1.011(9)/-1.029(9)
401	train_features.csv	g-397	float64	23814	12592	0	-6.995	10.0	0.0(165)/-0.3372(32)/0.3372(29)/-0.2408(15)/-0.2887(14)/-1.104(14)/-0.2918(13)/0.2779(12)/0.1612(12)/0.2718(12)
402	train_features.csv	g-398	float64	23814	14068	0	-9.535	10.0	0.0(28)/0.3372(15)/-0.3372(13)/-1.013(11)/-1.024(11)/-1.147(10)/-1.304(10)/-1.012(10)/-1.219(9)/-1.069(9)
403	train_features.csv	g-399	float64	23814	14449	0	-9.334	7.781	1.158(9)/1.033(9)/1.038(9)/0.0573(8)/-0.2127(8)/1.037(8)/-1.435(8)/1.11(8)/1.075(8)/1.044(8)
404	train_features.csv	g-400	float64	23814	13223	0	-10.0	3.192	0.0(66)/0.3372(22)/-0.3372(16)/0.3645(12)/1.214(11)/-0.0698(10)/-0.1538(10)/-1.153(10)/1.111(10)/1.015(10)
405	train_features.csv	g-401	float64	23814	14264	0	-8.475	6.303	-0.0(14)/-1.148(11)/1.016(10)/1.163(10)/1.095(9)/-1.065(9)/-1.07(8)/-1.248(8)/1.121(8)/1.013(8)
406	train_features.csv	g-402	float64	23814	14278	0	-9.505	10.0	0.0(11)/-1.031(11)/-1.099(11)/10.0(10)/-0.6745(10)/1.056(10)/-1.006(10)/0.2235(9)/-1.048(9)/1.031(9)
407	train_features.csv	g-403	float64	23814	14027	0	-6.483	10.0	0.0(13)/1.037(10)/-1.209(9)/-1.161(9)/-1.125(9)/1.005(9)/-1.102(9)/1.299(8)/-1.077(8)/1.418(8)
408	train_features.csv	g-404	float64	23814	13819	0	-8.082	8.92	0.0(16)/-0.0799(10)/1.01(9)/1.048(9)/1.257(9)/0.3372(8)/-0.2745(8)/-1.385(8)/1.136(8)/1.073(8)
409	train_features.csv	g-405	float64	23814	14052	0	-10.0	9.466	0.0(33)/-1.025(10)/1.188(10)/-1.048(10)/0.3372(10)/1.039(9)/-0.3372(9)/0.2244(9)/1.063(9)/1.047(9)
410	train_features.csv	g-406	float64	23814	14247	0	-10.0	2.809	-10.0(151)/0.0(20)/0.3372(20)/1.022(11)/0.6745(10)/1.021(10)/1.041(10)/1.076(9)/1.031(9)/1.107(9)
411	train_features.csv	g-407	float64	23814	13789	0	-10.0	3.804	0.0(36)/-5.0(13)/0.1258(11)/-5.261(10)/-0.1899(10)/1.266(10)/1.081(10)/-0.0549(10)/1.039(10)/1.085(9)
412	train_features.csv	g-408	float64	23814	14009	0	-5.67	7.503	0.0(20)/-1.174(10)/-1.206(10)/1.051(10)/0.7045(9)/1.115(9)/-1.062(9)/-1.052(8)/-1.04(8)/-0.0357(8)
413	train_features.csv	g-409	float64	23814	12883	0	-5.077	10.0	0.0(42)/-0.1622(12)/0.1069(12)/0.0088(11)/-0.0357(11)/0.3372(10)/0.3504(10)/-0.1828(10)/-0.1059(10)/0.0118(10)
414	train_features.csv	g-410	float64	23814	14354	0	-10.0	5.106	0.0(17)/1.161(12)/1.003(11)/0.6745(11)/1.039(10)/1.009(10)/1.016(10)/-1.005(9)/0.0418(9)/0.093(9)
415	train_features.csv	g-411	float64	23814	14307	0	-10.0	6.382	-10.0(181)/0.0(16)/1.031(12)/-1.296(10)/0.3372(10)/1.183(10)/1.171(10)/1.125(10)/1.034(9)/-1.114(9)
416	train_features.csv	g-412	float64	23814	14001	0	-10.0	7.211	-1.023(12)/-1.212(12)/-1.035(11)/-1.524(10)/-1.155(10)/-1.303(10)/1.079(10)/-1.053(10)/-1.143(9)/-1.19(9)
417	train_features.csv	g-413	float64	23814	13381	0	-10.0	5.86	1.158(17)/0.0(15)/1.217(14)/1.1(13)/1.022(13)/1.012(13)/1.393(13)/1.128(12)/1.145(12)/1.257(12)
418	train_features.csv	g-414	float64	23814	14364	0	-10.0	10.0	0.0(18)/-0.3372(12)/0.3372(11)/1.099(10)/1.199(10)/0.7515(9)/-1.129(9)/0.2018(9)/-1.136(9)/1.056(9)
419	train_features.csv	g-415	float64	23814	13974	0	-10.0	10.0	0.0(12)/0.3372(11)/1.047(11)/-1.029(10)/-1.151(10)/-1.024(10)/1.157(10)/-1.01(10)/-1.206(10)/-1.003(10)
420	train_features.csv	g-416	float64	23814	14118	0	-5.189	7.194	1.136(11)/1.181(11)/1.227(10)/1.043(10)/1.023(10)/-1.12(9)/-1.007(9)/1.376(9)/1.051(9)/-1.056(9)
421	train_features.csv	g-417	float64	23814	13937	0	-5.212	10.0	10.0(358)/0.0(29)/-0.3372(16)/-1.02(11)/-1.018(11)/-1.105(9)/-1.012(8)/-1.069(8)/-0.315(8)/-1.103(8)
422	train_features.csv	g-418	float64	23814	14097	0	-5.2	8.657	0.0(36)/-0.3372(16)/0.6745(14)/0.3372(12)/-1.03(11)/-1.015(11)/-1.077(10)/1.081(10)/-1.084(10)/-1.064(9)
423	train_features.csv	g-419	float64	23814	14284	0	-8.431	10.0	0.0(11)/1.132(11)/1.219(11)/1.074(10)/1.202(10)/1.166(10)/1.223(9)/1.109(9)/-1.032(9)/1.08(9)
424	train_features.csv	g-420	float64	23814	12883	0	-10.0	5.152	0.0(54)/0.2229(11)/0.3379(11)/-0.0115(11)/0.0155(11)/-1.12(10)/-1.032(9)/-0.0361(9)/-1.248(9)/-0.3713(9)
425	train_features.csv	g-421	float64	23814	14225	0	-10.0	3.599	0.0(15)/-1.028(13)/-1.164(11)/-1.038(10)/-1.044(10)/-1.066(10)/-1.082(10)/-1.285(10)/-1.457(9)/-1.01(9)
426	train_features.csv	g-422	float64	23814	14450	0	-9.637	10.0	1.13(10)/1.058(9)/-1.023(9)/1.25(8)/-0.1978(8)/-0.3586(8)/1.008(8)/1.041(8)/1.145(8)/1.011(7)
427	train_features.csv	g-423	float64	23814	14370	0	-10.0	6.913	-10.0(35)/1.012(14)/-1.016(11)/1.168(11)/0.6745(11)/0.0(11)/1.011(9)/1.15(9)/1.052(9)/1.04(9)
428	train_features.csv	g-424	float64	23814	14138	0	-6.434	10.0	0.0(36)/10.0(31)/0.3372(18)/1.007(12)/-1.217(10)/-1.008(10)/-1.069(9)/0.6745(9)/-1.015(9)/-1.138(9)
429	train_features.csv	g-425	float64	23814	14202	0	-6.07	9.932	1.028(12)/1.062(11)/1.076(10)/-1.054(9)/1.162(9)/1.282(9)/1.584(9)/1.319(9)/1.005(9)/1.137(9)
430	train_features.csv	g-426	float64	23814	14253	0	-4.604	10.0	0.0(15)/1.171(10)/1.242(9)/-1.01(9)/1.103(8)/-1.043(8)/-1.029(8)/-1.053(8)/1.331(8)/1.233(8)
431	train_features.csv	g-427	float64	23814	13999	0	-4.614	10.0	0.0(26)/-0.3372(13)/-1.052(11)/10.0(10)/-0.6745(10)/-1.192(9)/-1.077(9)/-1.03(8)/-1.026(8)/-1.018(8)
432	train_features.csv	g-428	float64	23814	14112	0	-10.0	4.492	0.0(30)/1.023(15)/-0.3372(13)/-5.0(11)/-1.003(11)/1.124(11)/-1.081(9)/1.033(9)/1.11(9)/0.3372(8)
433	train_features.csv	g-429	float64	23814	14194	0	-10.0	5.439	0.0(26)/0.3372(15)/-0.3372(12)/1.002(11)/1.006(10)/1.066(9)/-1.117(9)/1.14(9)/1.067(9)/1.233(9)
434	train_features.csv	g-430	float64	23814	13714	0	-7.536	6.491	1.01(13)/1.011(13)/1.04(12)/1.063(12)/1.072(11)/1.028(11)/1.107(11)/1.033(11)/1.031(10)/1.135(10)
435	train_features.csv	g-431	float64	23814	13978	0	-10.0	7.776	0.0(27)/1.071(12)/-1.03(11)/0.3372(11)/-0.3372(10)/-1.109(9)/1.11(9)/1.003(9)/-1.017(9)/1.13(9)
436	train_features.csv	g-432	float64	23814	13096	0	-10.0	4.469	0.0(38)/-0.0901(11)/-0.0088(11)/-0.0175(10)/0.0893(10)/0.0951(10)/0.2627(9)/-0.2648(9)/-0.0152(9)/1.031(9)
437	train_features.csv	g-433	float64	23814	14364	0	-10.0	3.236	0.0(19)/0.3372(11)/1.029(11)/1.018(10)/0.6745(10)/-1.031(9)/-1.122(9)/1.008(9)/1.109(9)/1.07(9)
438	train_features.csv	g-434	float64	23814	14549	0	-10.0	7.793	1.016(11)/1.018(11)/1.008(11)/1.036(10)/1.039(9)/-0.0135(9)/1.035(9)/1.062(9)/1.229(9)/1.11(9)
439	train_features.csv	g-435	float64	23814	8984	0	-3.752	10.0	0.0(257)/0.1261(24)/-0.0037(21)/0.0961(21)/0.1575(19)/-0.0945(19)/0.1288(19)/-0.0998(18)/0.1312(18)/0.0678(18)
440	train_features.csv	g-436	float64	23814	14107	0	-5.628	10.0	0.0(31)/-0.3372(15)/1.033(13)/-0.0866(11)/1.174(10)/1.111(10)/1.169(10)/-0.6745(10)/1.028(10)/1.253(10)
441	train_features.csv	g-437	float64	23814	14220	0	-8.019	10.0	0.0(10)/1.013(10)/1.109(9)/1.051(9)/1.003(9)/-1.026(9)/-1.09(9)/1.143(8)/1.036(8)/-1.28(8)
442	train_features.csv	g-438	float64	23814	14354	0	-10.0	5.842	-10.0(15)/1.051(11)/1.018(10)/1.016(10)/0.0(10)/1.041(9)/1.06(9)/-1.127(9)/1.114(9)/1.074(9)
443	train_features.csv	g-439	float64	23814	14348	0	-10.0	3.691	-10.0(29)/0.0(18)/0.3372(10)/0.5437(9)/1.021(9)/-1.033(9)/-1.128(9)/-1.111(9)/1.029(8)/1.159(8)
444	train_features.csv	g-440	float64	23814	14009	0	-10.0	4.906	0.0(18)/1.081(10)/-1.233(9)/0.6194(9)/-1.023(8)/-1.158(8)/1.039(8)/-1.254(8)/-1.069(8)/1.078(8)
445	train_features.csv	g-441	float64	23814	14456	0	-5.634	8.299	0.0(11)/1.216(11)/1.244(9)/1.115(9)/1.097(9)/1.118(9)/1.022(9)/1.004(8)/1.059(8)/-1.002(8)
446	train_features.csv	g-442	float64	23814	14096	0	-7.872	10.0	0.0(18)/-1.003(13)/1.052(11)/1.13(10)/-1.066(10)/-1.023(10)/-1.156(10)/1.114(10)/1.023(10)/-1.107(9)
447	train_features.csv	g-443	float64	23814	14338	0	-6.213	10.0	10.0(27)/0.0(23)/-0.3372(18)/1.134(13)/-0.6745(10)/-1.097(10)/-1.008(9)/0.3372(9)/-1.075(9)/-1.064(9)
448	train_features.csv	g-444	float64	23814	13822	0	-10.0	5.975	0.0(25)/0.198(11)/-1.082(11)/1.279(10)/1.007(10)/1.259(10)/1.052(10)/-1.076(9)/-1.036(9)/1.044(9)
449	train_features.csv	g-445	float64	23814	14077	0	-10.0	10.0	0.0(18)/-0.3372(12)/1.051(10)/1.041(10)/-1.168(9)/1.021(9)/0.077(9)/1.124(9)/-1.07(9)/0.3372(9)
450	train_features.csv	g-446	float64	23814	12889	0	-10.0	6.975	0.0(107)/0.3372(76)/-0.3372(35)/0.6745(26)/0.5512(12)/-0.2605(12)/0.0495(11)/0.2675(11)/-1.008(11)/0.2691(10)
451	train_features.csv	g-447	float64	23814	14099	0	-6.923	9.225	0.0(13)/1.128(13)/1.102(11)/1.02(9)/1.061(9)/-1.073(9)/1.114(8)/1.001(8)/-1.444(8)/-0.6745(8)
452	train_features.csv	g-448	float64	23814	13921	0	-10.0	9.82	0.0(22)/1.132(10)/-1.013(10)/1.039(10)/1.048(9)/0.3372(9)/-1.05(9)/-0.3372(9)/1.028(8)/0.1921(8)
453	train_features.csv	g-449	float64	23814	14505	0	-10.0	6.073	0.0(12)/-10.0(11)/1.022(11)/-1.397(10)/-1.176(9)/1.656(9)/-1.36(8)/-1.054(8)/1.296(8)/1.076(8)
454	train_features.csv	g-450	float64	23814	14088	0	-10.0	10.0	0.0(23)/0.3372(11)/-0.6745(10)/-1.149(10)/1.197(10)/1.03(10)/1.172(10)/1.056(9)/-0.3372(9)/1.028(9)
455	train_features.csv	g-451	float64	23814	14431	0	-10.0	9.813	0.0(12)/-1.046(10)/1.117(10)/1.011(9)/-1.068(8)/1.676(8)/-1.048(8)/1.276(8)/-1.081(8)/1.085(7)
456	train_features.csv	g-452	float64	23814	13983	0	-6.381	8.876	1.018(12)/1.255(11)/1.25(11)/1.016(11)/1.225(10)/1.436(10)/1.056(10)/1.08(10)/1.175(9)/1.027(9)
457	train_features.csv	g-453	float64	23814	13916	0	-9.003	10.0	0.0(20)/0.3372(14)/-1.017(11)/1.022(10)/-1.007(10)/-1.02(10)/-1.037(10)/1.03(10)/0.029(9)/-1.194(9)
458	train_features.csv	g-454	float64	23814	13462	0	-5.193	10.0	0.0(33)/-0.3372(12)/-1.074(12)/-1.066(10)/1.188(10)/0.3372(10)/-0.5308(10)/-1.046(9)/-0.3381(8)/-1.122(8)
459	train_features.csv	g-455	float64	23814	14130	0	-10.0	10.0	0.0(16)/1.275(11)/-1.206(10)/1.138(9)/-1.007(9)/-1.019(9)/1.117(9)/-1.042(9)/0.2432(8)/-1.077(8)
460	train_features.csv	g-456	float64	23814	14043	0	-9.844	10.0	0.0(37)/0.3372(16)/-0.3372(14)/-1.24(10)/-1.153(10)/-1.141(10)/1.002(10)/-1.038(9)/1.035(9)/-1.05(9)
461	train_features.csv	g-457	float64	23814	14070	0	-7.896	10.0	0.0(35)/0.3372(13)/-0.3372(12)/1.043(10)/-1.021(10)/-1.111(10)/-1.039(10)/1.033(9)/-1.013(9)/-1.055(9)
462	train_features.csv	g-458	float64	23814	14120	0	-10.0	9.84	0.0(18)/1.076(12)/-1.029(10)/-1.01(10)/1.099(9)/1.077(9)/1.126(8)/1.061(8)/-1.176(8)/-1.122(8)
463	train_features.csv	g-459	float64	23814	14053	0	-10.0	10.0	0.0(28)/-0.3372(15)/0.3372(13)/1.017(9)/1.105(9)/1.516(9)/-1.021(9)/1.065(9)/1.002(9)/0.0226(9)
464	train_features.csv	g-460	float64	23814	13482	0	-3.69	10.0	10.0(236)/0.0(51)/-0.3372(23)/-0.3099(13)/0.3372(11)/-0.3747(9)/-1.001(9)/1.053(9)/-0.2168(8)/0.2057(8)
465	train_features.csv	g-461	float64	23814	14026	0	-6.654	10.0	0.0(18)/0.3372(13)/1.176(11)/-1.028(9)/1.036(9)/-1.089(9)/-1.05(9)/1.155(9)/-1.081(9)/-1.158(9)
466	train_features.csv	g-462	float64	23814	14098	0	-6.626	10.0	0.0(14)/-1.027(11)/-1.101(9)/-1.06(9)/-1.099(9)/-1.079(9)/1.126(9)/-1.11(8)/1.18(8)/-0.3372(8)
467	train_features.csv	g-463	float64	23814	13826	0	-7.44	10.0	0.0(23)/-1.014(12)/1.018(10)/-1.196(10)/-1.015(9)/1.04(9)/1.052(9)/-1.23(9)/0.6745(9)/-1.08(9)
468	train_features.csv	g-464	float64	23814	14474	0	-10.0	8.066	0.0(17)/-1.007(14)/-10.0(12)/1.097(11)/-0.3372(11)/1.015(10)/-1.171(9)/-1.041(9)/0.3372(9)/-1.306(9)
